comercio_id,nombre_comercio,categoria_mcc,industria,pais,ciudad,riesgo_comercio,antiguedad_meses,blacklist,metodos_pago_aceptados,fecha_alta,rating_promedio,url
M000337,Comercio Supermercado 0337,5411,SUPERMERCADO,EC,Quito,30.67,35,false,LINK_PAGO|CRIPTO|QR,2023-06-06,4.46,https://comercio0337.example.com
M000338,Comercio Restaurante 0338,5812,RESTAURANTE,EC,Quito,34.83,68,false,QR|CRIPTO,2020-09-19,4.25,https://comercio0338.example.com
M000339,Comercio Apuestas 0339,7995,APUESTAS,CR,San Jose,81.99,146,false,LINK_PAGO|TARJETA|TRANSFERENCIA,2014-04-24,3.08,https://comercio0339.example.com
M000340,Comercio Electronica 0340,5732,ELECTRONICA,MX,Ciudad de Mexico,38.82,90,false,TARJETA|CRIPTO,2018-11-29,2.68,https://comercio0340.example.com
M000341,Comercio Apuestas 0341,7995,APUESTAS,DE,Berlin,75.31,88,false,QR|CRIPTO|LINK_PAGO|TARJETA,2019-01-28,2.83,https://comercio0341.example.com
M000342,Comercio Servicios_Basicos 0342,4900,SERVICIOS_BASICOS,CL,Santiago,18.05,122,false,TRANSFERENCIA|LINK_PAGO|QR,2016-04-13,2.03,https://comercio0342.example.com
M000343,Comercio Remitesas 0343,4829,REMITESAS,GT,Escuintla,80.81,60,false,TARJETA|CRIPTO,2021-05-17,2.15,https://comercio0343.example.com
M000344,Comercio Remitesas 0344,4829,REMITESAS,FR,Paris,66.40,65,false,LINK_PAGO|TRANSFERENCIA|TARJETA|CRIPTO,2020-12-18,1.76,https://comercio0344.example.com
M000345,Comercio Servicios_Financieros 0345,6012,SERVICIOS_FINANCIEROS,GT,Quetzaltenango,59.17,34,false,CRIPTO|QR,2023-07-06,1.71,https://comercio0345.example.com
M000346,Comercio Supermercado 0346,5411,SUPERMERCADO,AR,Buenos Aires,15.51,32,false,CRIPTO|LINK_PAGO,2023-09-04,2.93,https://comercio0346.example.com
M000347,Comercio Supermercado 0347,5411,SUPERMERCADO,AR,Buenos Aires,20.48,79,false,QR|CRIPTO|TRANSFERENCIA|LINK_PAGO,2019-10-25,2.48,https://comercio0347.example.com
M000348,Comercio Servicios_Basicos 0348,4900,SERVICIOS_BASICOS,PA,Panama City,27.20,143,false,CRIPTO|TARJETA,2014-07-23,2.20,https://comercio0348.example.com
M000349,Comercio Supermercado 0349,5411,SUPERMERCADO,GT,Guatemala,34.29,54,false,TARJETA|QR|LINK_PAGO,2021-11-13,4.29,https://comercio0349.example.com
M000350,Comercio Electronica 0350,5732,ELECTRONICA,FR,Paris,34.13,128,false,QR|LINK_PAGO,2015-10-16,3.55,https://comercio0350.example.com
M000351,Comercio Apuestas 0351,7995,APUESTAS,GT,Guatemala,76.81,86,false,LINK_PAGO|TRANSFERENCIA,2019-03-29,2.47,https://comercio0351.example.com
M000352,Comercio Remitesas 0352,4829,REMITESAS,GT,Escuintla,70.69,72,false,TARJETA|LINK_PAGO|TRANSFERENCIA,2020-05-22,2.24,https://comercio0352.example.com
M000353,Comercio E_Commerce 0353,5999,E_COMMERCE,CR,San Jose,50.20,72,false,TARJETA|LINK_PAGO,2020-05-22,3.44,https://comercio0353.example.com
M000354,Comercio Electronica 0354,5732,ELECTRONICA,GT,Guatemala,32.07,17,false,QR|TRANSFERENCIA|LINK_PAGO|TARJETA,2024-11-27,2.42,https://comercio0354.example.com
M000355,Comercio Apuestas 0355,7995,APUESTAS,CN,Shenzhen,89.48,28,false,TARJETA|QR,2024-01-02,1.66,https://comercio0355.example.com
M000356,Comercio E_Commerce 0356,5999,E_COMMERCE,CO,Bogota,44.21,133,false,LINK_PAGO|CRIPTO,2015-05-19,4.38,https://comercio0356.example.com
M000357,Comercio E_Commerce 0357,5999,E_COMMERCE,AE,Dubai,58.89,72,false,QR|LINK_PAGO|CRIPTO,2020-05-22,3.26,https://comercio0357.example.com
M000358,Comercio Servicios_Financieros 0358,6012,SERVICIOS_FINANCIEROS,CL,Santiago,58.53,50,false,TRANSFERENCIA|CRIPTO|QR,2022-03-13,1.68,https://comercio0358.example.com
M000359,Comercio Electronica 0359,5732,ELECTRONICA,CN,Shenzhen,41.05,71,false,LINK_PAGO|TRANSFERENCIA,2020-06-21,3.42,https://comercio0359.example.com
M000360,Comercio Remitesas 0360,4829,REMITESAS,EC,Quito,76.15,80,false,CRIPTO|TRANSFERENCIA|LINK_PAGO|TARJETA,2019-09-25,2.86,https://comercio0360.example.com
M000361,Comercio Servicios_Financieros 0361,6012,SERVICIOS_FINANCIEROS,GT,Quetzaltenango,55.05,5,false,QR|LINK_PAGO|TARJETA,2025-11-22,4.50,https://comercio0361.example.com
M000362,Comercio E_Commerce 0362,5999,E_COMMERCE,MX,Monterrey,48.26,141,false,TRANSFERENCIA|CRIPTO|LINK_PAGO|TARJETA,2014-09-21,2.67,https://comercio0362.example.com
M000363,Comercio Supermercado 0363,5411,SUPERMERCADO,PE,Lima,20.30,143,false,CRIPTO|LINK_PAGO|QR|TRANSFERENCIA,2014-07-23,2.09,https://comercio0363.example.com
M000364,Comercio Supermercado 0364,5411,SUPERMERCADO,FR,Paris,23.59,79,false,CRIPTO|TRANSFERENCIA|TARJETA,2019-10-25,3.32,https://comercio0364.example.com
M000365,Comercio E_Commerce 0365,5999,E_COMMERCE,ES,Madrid,42.54,53,false,CRIPTO|LINK_PAGO,2021-12-13,4.20,https://comercio0365.example.com
M000366,Comercio Electronica 0366,5732,ELECTRONICA,AE,Dubai,37.67,49,false,QR|TARJETA,2022-04-12,1.75,https://comercio0366.example.com
M000367,Comercio Servicios_Basicos 0367,4900,SERVICIOS_BASICOS,ES,Madrid,17.81,113,false,TRANSFERENCIA|LINK_PAGO|QR|TARJETA,2017-01-08,4.36,https://comercio0367.example.com
M000368,Comercio Servicios_Basicos 0368,4900,SERVICIOS_BASICOS,CN,Shenzhen,38.29,46,false,TARJETA|LINK_PAGO|CRIPTO,2022-07-11,3.65,https://comercio0368.example.com
M000369,Comercio Restaurante 0369,5812,RESTAURANTE,CL,Santiago,36.59,53,false,QR|TRANSFERENCIA,2021-12-13,3.38,https://comercio0369.example.com
M000370,Comercio Servicios_Basicos 0370,4900,SERVICIOS_BASICOS,AR,Buenos Aires,17.46,80,false,QR|CRIPTO|LINK_PAGO,2019-09-25,2.39,https://comercio0370.example.com
M000371,Comercio Supermercado 0371,5411,SUPERMERCADO,GB,London,39.25,38,false,TRANSFERENCIA|LINK_PAGO|QR,2023-03-08,2.55,https://comercio0371.example.com
M000372,Comercio Crypto 0372,6051,CRYPTO,PE,Lima,80.43,13,false,TRANSFERENCIA|TARJETA|QR|CRIPTO,2025-03-27,3.44,https://comercio0372.example.com
M000373,Comercio Crypto 0373,6051,CRYPTO,PE,Lima,99.00,19,true,QR|LINK_PAGO|CRIPTO,2024-09-28,2.25,https://comercio0373.example.com
M000374,Comercio Electronica 0374,5732,ELECTRONICA,CR,San Jose,51.84,5,false,QR|TARJETA|LINK_PAGO,2025-11-22,2.41,https://comercio0374.example.com
M000375,Comercio Remitesas 0375,4829,REMITESAS,HN,Tegucigalpa,58.32,134,false,LINK_PAGO|TRANSFERENCIA|TARJETA,2015-04-19,1.70,https://comercio0375.example.com
M000376,Comercio Remitesas 0376,4829,REMITESAS,AR,Buenos Aires,62.34,81,false,QR|TRANSFERENCIA|LINK_PAGO|CRIPTO,2019-08-26,3.78,https://comercio0376.example.com
M000377,Comercio Transporte 0377,4111,TRANSPORTE,DE,Berlin,19.44,58,false,LINK_PAGO|CRIPTO|TRANSFERENCIA,2021-07-16,4.55,https://comercio0377.example.com
M000378,Comercio Remitesas 0378,4829,REMITESAS,CO,Bogota,70.86,23,false,TARJETA|CRIPTO,2024-05-31,1.52,https://comercio0378.example.com
M000379,Comercio Restaurante 0379,5812,RESTAURANTE,HN,Tegucigalpa,25.07,48,false,QR|CRIPTO|TRANSFERENCIA,2022-05-12,4.48,https://comercio0379.example.com
M000380,Comercio Servicios_Basicos 0380,4900,SERVICIOS_BASICOS,US,Miami,38.06,119,false,TRANSFERENCIA|QR,2016-07-12,4.01,https://comercio0380.example.com
M000381,Comercio Transporte 0381,4111,TRANSPORTE,US,Miami,22.22,111,false,LINK_PAGO|TRANSFERENCIA,2017-03-09,4.65,https://comercio0381.example.com
M000382,Comercio Apuestas 0382,7995,APUESTAS,SV,San Salvador,77.79,125,false,TRANSFERENCIA|CRIPTO|LINK_PAGO|QR,2016-01-14,4.27,https://comercio0382.example.com
M000383,Comercio Electronica 0383,5732,ELECTRONICA,DE,Berlin,42.48,149,false,LINK_PAGO|QR|TARJETA,2014-01-24,4.22,https://comercio0383.example.com
M000384,Comercio Remitesas 0384,4829,REMITESAS,DE,Berlin,78.68,12,false,CRIPTO|LINK_PAGO|TRANSFERENCIA,2025-04-26,1.47,https://comercio0384.example.com
M000385,Comercio Electronica 0385,5732,ELECTRONICA,FR,Paris,37.59,23,false,LINK_PAGO|CRIPTO|QR|TARJETA,2024-05-31,1.81,https://comercio0385.example.com
M000386,Comercio Restaurante 0386,5812,RESTAURANTE,EC,Quito,26.93,130,false,TRANSFERENCIA|CRIPTO|TARJETA|QR,2015-08-17,2.69,https://comercio0386.example.com
M000387,Comercio Remitesas 0387,4829,REMITESAS,DE,Berlin,76.60,100,false,TRANSFERENCIA|QR|CRIPTO,2018-02-02,1.77,https://comercio0387.example.com
M000388,Comercio Servicios_Financieros 0388,6012,SERVICIOS_FINANCIEROS,GT,Guatemala,58.66,6,false,QR|CRIPTO|TRANSFERENCIA,2025-10-23,2.01,https://comercio0388.example.com
M000389,Comercio Crypto 0389,6051,CRYPTO,EC,Quito,95.96,126,true,TRANSFERENCIA|CRIPTO|TARJETA,2015-12-15,2.66,https://comercio0389.example.com
M000390,Comercio E_Commerce 0390,5999,E_COMMERCE,FR,Paris,39.73,151,false,CRIPTO|QR|TRANSFERENCIA,2013-11-25,2.22,https://comercio0390.example.com
M000391,Comercio Restaurante 0391,5812,RESTAURANTE,GT,Quetzaltenango,30.52,131,false,QR|CRIPTO|TRANSFERENCIA|LINK_PAGO,2015-07-18,3.97,https://comercio0391.example.com
M000392,Comercio Crypto 0392,6051,CRYPTO,EC,Quito,82.78,86,false,QR|TRANSFERENCIA|CRIPTO,2019-03-29,2.90,https://comercio0392.example.com
M000393,Comercio Crypto 0393,6051,CRYPTO,DE,Berlin,83.66,16,false,TRANSFERENCIA|QR|CRIPTO,2024-12-27,4.05,https://comercio0393.example.com
M000394,Comercio Crypto 0394,6051,CRYPTO,GT,Escuintla,94.37,7,false,CRIPTO|QR|LINK_PAGO|TARJETA,2025-09-23,4.09,https://comercio0394.example.com
M000395,Comercio Apuestas 0395,7995,APUESTAS,SV,San Salvador,95.73,136,true,CRIPTO|TRANSFERENCIA,2015-02-18,1.63,https://comercio0395.example.com
M000396,Comercio Servicios_Financieros 0396,6012,SERVICIOS_FINANCIEROS,IN,Mumbai,63.73,93,false,LINK_PAGO|CRIPTO,2018-08-31,3.74,https://comercio0396.example.com
M000397,Comercio Electronica 0397,5732,ELECTRONICA,GT,Quetzaltenango,35.29,112,false,CRIPTO|LINK_PAGO|QR|TRANSFERENCIA,2017-02-07,4.04,https://comercio0397.example.com
M000398,Comercio Apuestas 0398,7995,APUESTAS,GT,Quetzaltenango,93.51,24,false,QR|LINK_PAGO|TARJETA|CRIPTO,2024-05-01,3.50,https://comercio0398.example.com
M000399,Comercio Supermercado 0399,5411,SUPERMERCADO,HN,Tegucigalpa,19.13,99,false,TRANSFERENCIA|LINK_PAGO,2018-03-04,2.02,https://comercio0399.example.com
M000400,Comercio Restaurante 0400,5812,RESTAURANTE,CL,Santiago,30.11,144,false,TRANSFERENCIA|CRIPTO|LINK_PAGO|QR,2014-06-23,2.61,https://comercio0400.example.com
M000401,Comercio Transporte 0401,4111,TRANSPORTE,PE,Lima,18.62,80,false,CRIPTO|TRANSFERENCIA,2019-09-25,4.32,https://comercio0401.example.com
M000402,Comercio Remitesas 0402,4829,REMITESAS,AE,Dubai,76.29,119,false,QR|LINK_PAGO|CRIPTO|TRANSFERENCIA,2016-07-12,4.28,https://comercio0402.example.com
M000403,Comercio Restaurante 0403,5812,RESTAURANTE,MX,Ciudad de Mexico,33.47,34,false,TARJETA|QR,2023-07-06,2.42,https://comercio0403.example.com
M000404,Comercio Electronica 0404,5732,ELECTRONICA,GB,London,31.82,139,false,QR|CRIPTO|TRANSFERENCIA,2014-11-20,4.47,https://comercio0404.example.com
M000405,Comercio Supermercado 0405,5411,SUPERMERCADO,PA,Panama City,30.11,113,false,TARJETA|TRANSFERENCIA|QR|CRIPTO,2017-01-08,3.26,https://comercio0405.example.com
M000406,Comercio Electronica 0406,5732,ELECTRONICA,MX,Monterrey,49.87,71,false,LINK_PAGO|QR,2020-06-21,2.39,https://comercio0406.example.com
M000407,Comercio Servicios_Basicos 0407,4900,SERVICIOS_BASICOS,US,Houston,32.77,12,false,QR|TRANSFERENCIA,2025-04-26,3.81,https://comercio0407.example.com
M000408,Comercio Remitesas 0408,4829,REMITESAS,AE,Dubai,56.06,118,false,TARJETA|CRIPTO|QR,2016-08-11,3.46,https://comercio0408.example.com
M000409,Comercio Remitesas 0409,4829,REMITESAS,CN,Shenzhen,54.67,150,false,TRANSFERENCIA|CRIPTO|TARJETA|QR,2013-12-25,3.62,https://comercio0409.example.com
M000410,Comercio Servicios_Basicos 0410,4900,SERVICIOS_BASICOS,PA,Panama City,39.60,76,false,QR|TARJETA,2020-01-23,4.28,https://comercio0410.example.com
M000411,Comercio Remitesas 0411,4829,REMITESAS,CO,Bogota,72.99,111,false,TARJETA|LINK_PAGO|CRIPTO|QR,2017-03-09,2.05,https://comercio0411.example.com
M000412,Comercio Crypto 0412,6051,CRYPTO,AR,Buenos Aires,78.52,72,false,LINK_PAGO|CRIPTO|TARJETA,2020-05-22,2.88,https://comercio0412.example.com
M000413,Comercio Restaurante 0413,5812,RESTAURANTE,IN,Mumbai,24.84,87,false,TARJETA|QR|LINK_PAGO,2019-02-27,3.73,https://comercio0413.example.com
M000414,Comercio Restaurante 0414,5812,RESTAURANTE,MX,Monterrey,36.88,89,false,TRANSFERENCIA|TARJETA|CRIPTO|LINK_PAGO,2018-12-29,1.85,https://comercio0414.example.com
M000415,Comercio Crypto 0415,6051,CRYPTO,MX,Ciudad de Mexico,83.53,142,false,CRIPTO|QR|TRANSFERENCIA,2014-08-22,4.07,https://comercio0415.example.com
M000416,Comercio Transporte 0416,4111,TRANSPORTE,GT,Quetzaltenango,27.20,154,false,LINK_PAGO|TRANSFERENCIA|QR,2013-08-27,2.49,https://comercio0416.example.com
M000417,Comercio Transporte 0417,4111,TRANSPORTE,PA,Panama City,33.29,145,true,TARJETA|LINK_PAGO|CRIPTO,2014-05-24,1.98,https://comercio0417.example.com
M000418,Comercio Electronica 0418,5732,ELECTRONICA,GT,Guatemala,30.54,155,false,LINK_PAGO|QR|TARJETA,2013-07-28,2.69,https://comercio0418.example.com
M000419,Comercio Restaurante 0419,5812,RESTAURANTE,CN,Shenzhen,31.10,54,false,TRANSFERENCIA|LINK_PAGO,2021-11-13,3.72,https://comercio0419.example.com
M000420,Comercio Supermercado 0420,5411,SUPERMERCADO,AR,Buenos Aires,24.29,146,false,TRANSFERENCIA|QR|CRIPTO|LINK_PAGO,2014-04-24,2.73,https://comercio0420.example.com
M000421,Comercio Transporte 0421,4111,TRANSPORTE,HN,Tegucigalpa,36.56,116,false,TARJETA|CRIPTO|TRANSFERENCIA|QR,2016-10-10,4.27,https://comercio0421.example.com
M000422,Comercio Supermercado 0422,5411,SUPERMERCADO,MX,Ciudad de Mexico,33.40,21,false,QR|TARJETA,2024-07-30,3.63,https://comercio0422.example.com
M000423,Comercio Apuestas 0423,7995,APUESTAS,GT,Quetzaltenango,75.28,7,false,LINK_PAGO|TRANSFERENCIA|QR|TARJETA,2025-09-23,2.13,https://comercio0423.example.com
M000424,Comercio Supermercado 0424,5411,SUPERMERCADO,SV,San Salvador,39.23,127,false,LINK_PAGO|TARJETA|TRANSFERENCIA|CRIPTO,2015-11-15,4.08,https://comercio0424.example.com
M000425,Comercio Crypto 0425,6051,CRYPTO,EC,Quito,79.78,43,false,LINK_PAGO|TRANSFERENCIA|CRIPTO,2022-10-09,3.07,https://comercio0425.example.com
M000426,Comercio Apuestas 0426,7995,APUESTAS,DE,Berlin,99.00,15,false,CRIPTO|TARJETA,2025-01-26,1.64,https://comercio0426.example.com
M000427,Comercio Crypto 0427,6051,CRYPTO,GB,London,79.43,134,false,QR|LINK_PAGO|CRIPTO,2015-04-19,1.85,https://comercio0427.example.com
M000428,Comercio Transporte 0428,4111,TRANSPORTE,GT,Quetzaltenango,36.78,83,false,LINK_PAGO|QR|TARJETA,2019-06-27,4.25,https://comercio0428.example.com
M000429,Comercio Electronica 0429,5732,ELECTRONICA,HN,Tegucigalpa,48.69,42,false,TRANSFERENCIA|LINK_PAGO|CRIPTO,2022-11-08,2.48,https://comercio0429.example.com
M000430,Comercio Apuestas 0430,7995,APUESTAS,MX,Monterrey,98.16,17,false,TRANSFERENCIA|TARJETA,2024-11-27,3.37,https://comercio0430.example.com
M000431,Comercio Apuestas 0431,7995,APUESTAS,GT,Guatemala,72.99,29,false,QR|CRIPTO,2023-12-03,2.05,https://comercio0431.example.com
M000432,Comercio Servicios_Basicos 0432,4900,SERVICIOS_BASICOS,IN,Mumbai,40.34,33,false,TRANSFERENCIA|QR|CRIPTO|TARJETA,2023-08-05,3.15,https://comercio0432.example.com
M000433,Comercio Servicios_Financieros 0433,6012,SERVICIOS_FINANCIEROS,IN,Mumbai,74.71,27,false,CRIPTO|LINK_PAGO|TARJETA|QR,2024-02-01,2.62,https://comercio0433.example.com
M000434,Comercio Restaurante 0434,5812,RESTAURANTE,US,Miami,28.95,67,false,TRANSFERENCIA|TARJETA,2020-10-19,2.18,https://comercio0434.example.com
M000435,Comercio Apuestas 0435,7995,APUESTAS,US,Houston,83.42,107,true,QR|TRANSFERENCIA|TARJETA,2017-07-07,2.97,https://comercio0435.example.com
M000436,Comercio Transporte 0436,4111,TRANSPORTE,BR,Sao Paulo,21.87,107,false,TARJETA|TRANSFERENCIA|LINK_PAGO|QR,2017-07-07,3.57,https://comercio0436.example.com
M000437,Comercio Apuestas 0437,7995,APUESTAS,CL,Santiago,83.14,6,false,TRANSFERENCIA|LINK_PAGO|QR|TARJETA,2025-10-23,4.22,https://comercio0437.example.com
M000438,Comercio E_Commerce 0438,5999,E_COMMERCE,SV,San Salvador,57.41,51,false,TRANSFERENCIA|QR|LINK_PAGO,2022-02-11,1.89,https://comercio0438.example.com
M000439,Comercio Transporte 0439,4111,TRANSPORTE,PA,Panama City,33.24,52,false,QR|TRANSFERENCIA|TARJETA,2022-01-12,3.44,https://comercio0439.example.com
M000440,Comercio Transporte 0440,4111,TRANSPORTE,US,Miami,28.97,83,false,TARJETA|LINK_PAGO,2019-06-27,2.42,https://comercio0440.example.com
M000441,Comercio Restaurante 0441,5812,RESTAURANTE,SV,San Salvador,32.60,152,false,CRIPTO|TARJETA|QR|TRANSFERENCIA,2013-10-26,3.31,https://comercio0441.example.com
M000442,Comercio E_Commerce 0442,5999,E_COMMERCE,HN,Tegucigalpa,42.59,83,false,TARJETA|QR,2019-06-27,2.98,https://comercio0442.example.com
M000443,Comercio E_Commerce 0443,5999,E_COMMERCE,AE,Dubai,48.03,28,false,CRIPTO|QR|TARJETA|LINK_PAGO,2024-01-02,3.11,https://comercio0443.example.com
M000444,Comercio Servicios_Basicos 0444,4900,SERVICIOS_BASICOS,CO,Bogota,19.18,37,false,TRANSFERENCIA|QR,2023-04-07,3.48,https://comercio0444.example.com
M000445,Comercio Servicios_Basicos 0445,4900,SERVICIOS_BASICOS,GB,London,29.95,9,false,TARJETA|TRANSFERENCIA|CRIPTO,2025-07-25,3.72,https://comercio0445.example.com
M000446,Comercio Servicios_Basicos 0446,4900,SERVICIOS_BASICOS,CL,Santiago,21.08,149,false,TRANSFERENCIA|LINK_PAGO|TARJETA,2014-01-24,4.30,https://comercio0446.example.com
M000447,Comercio Restaurante 0447,5812,RESTAURANTE,CR,San Jose,16.39,73,false,TARJETA|TRANSFERENCIA|CRIPTO|LINK_PAGO,2020-04-22,2.66,https://comercio0447.example.com
M000448,Comercio Restaurante 0448,5812,RESTAURANTE,EC,Quito,36.22,104,false,QR|CRIPTO|TRANSFERENCIA|TARJETA,2017-10-05,2.40,https://comercio0448.example.com
M000449,Comercio Transporte 0449,4111,TRANSPORTE,CN,Shenzhen,44.49,10,false,LINK_PAGO|TRANSFERENCIA|QR,2025-06-25,2.05,https://comercio0449.example.com
M000450,Comercio Servicios_Financieros 0450,6012,SERVICIOS_FINANCIEROS,HN,Tegucigalpa,49.22,41,false,TARJETA|QR|CRIPTO|LINK_PAGO,2022-12-08,3.79,https://comercio0450.example.com
